presentation_order,filename,target_rating,rating,rt_seconds
49,synthetic_corrected_rating_2.61.png,2.611164863926964,2,1.893
50,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,0.963
51,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.894
52,synthetic_corrected_rating_3.85.png,3.845556474864675,4,0.741
53,synthetic_corrected_rating_5.08.png,5.079948085802387,4,0.707
54,synthetic_corrected_rating_4.46.png,4.462752280333531,4,0.66
55,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.716
56,synthetic_corrected_rating_5.08.png,5.079948085802387,4,0.804
57,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,3.077
58,synthetic_corrected_rating_4.46.png,4.462752280333531,4,0.971
59,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,1.789
60,synthetic_corrected_rating_4.15.png,4.154154377599103,4,0.885
61,synthetic_corrected_rating_4.15.png,4.154154377599103,4,0.9
62,synthetic_corrected_rating_5.08.png,5.079948085802387,5,0.916
63,synthetic_corrected_rating_4.46.png,4.462752280333531,4,1.132
64,synthetic_corrected_rating_5.39.png,5.388545988536815,5,0.587
65,synthetic_corrected_rating_5.08.png,5.079948085802387,5,0.829
66,synthetic_corrected_rating_5.08.png,5.079948085802387,4,0.717
67,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,1.82
68,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,2.244
69,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,0.894
70,synthetic_corrected_rating_5.39.png,5.388545988536815,4,1.197
71,synthetic_corrected_rating_3.23.png,3.228360669395819,3,1.509
72,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.782
73,synthetic_corrected_rating_5.39.png,5.388545988536815,5,0.748
74,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.684
75,synthetic_corrected_rating_3.85.png,3.845556474864675,4,0.82
76,synthetic_corrected_rating_3.54.png,3.5369585721302474,4,1.254
77,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.821
78,synthetic_corrected_rating_3.85.png,3.845556474864675,4,0.773
79,synthetic_corrected_rating_2.61.png,2.611164863926964,2,0.981
80,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.989
81,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,1.165
82,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,1.348
83,synthetic_corrected_rating_3.23.png,3.228360669395819,4,3.174
84,synthetic_corrected_rating_5.39.png,5.388545988536815,4,0.724
85,synthetic_corrected_rating_4.77.png,4.771350183067959,4,1.301
86,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,1.101
87,synthetic_corrected_rating_4.77.png,4.771350183067959,5,1.117
88,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.572
89,synthetic_corrected_rating_3.85.png,3.845556474864675,4,0.772
90,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.837
91,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,1.012
92,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.612
93,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,0.83
94,synthetic_corrected_rating_3.85.png,3.845556474864675,4,3.236
95,synthetic_corrected_rating_2.61.png,2.611164863926964,3,2.35
96,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,1.06
97,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.71
98,synthetic_corrected_rating_4.46.png,4.462752280333531,4,3.693
99,synthetic_corrected_rating_2.61.png,2.611164863926964,2,1.555
100,synthetic_corrected_rating_2.61.png,2.611164863926964,3,7.246
101,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.717
102,synthetic_corrected_rating_3.54.png,3.5369585721302474,4,1.228
103,synthetic_corrected_rating_5.08.png,5.079948085802387,4,0.829
104,synthetic_corrected_rating_4.46.png,4.462752280333531,4,0.652
105,synthetic_corrected_rating_5.08.png,5.079948085802387,4,0.813
106,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,1.004
107,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.101
108,synthetic_corrected_rating_3.85.png,3.845556474864675,4,1.077
109,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,1.205
110,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.788
